1024,76183,1162
1024,196569,621
1024,400211,0
1024,66372,1546
1024,75589,1154
1024,67431,1282
1024,154343,782
1024,325785,148
1024,64925,1482
1024,242792,391
1024,65959,1322
1024,165612,930
