2.000000000000000000e+00,2.000000000000000000e+00,1.770000000000000000e+02,1.600000000000000000e+01
2.000000000000000000e+00,4.000000000000000000e+00,1.770000000000000000e+02,1.600000000000000000e+01
2.000000000000000000e+00,8.000000000000000000e+00,1.770000000000000000e+02,1.600000000000000000e+01
2.000000000000000000e+00,1.600000000000000000e+01,1.770000000000000000e+02,1.600000000000000000e+01
2.000000000000000000e+00,3.200000000000000000e+01,1.770000000000000000e+02,1.600000000000000000e+01
2.000000000000000000e+00,6.400000000000000000e+01,1.770000000000000000e+02,1.600000000000000000e+01
4.000000000000000000e+00,4.000000000000000000e+00,1.770000000000000000e+02,1.600000000000000000e+01
4.000000000000000000e+00,8.000000000000000000e+00,1.770000000000000000e+02,1.600000000000000000e+01
4.000000000000000000e+00,1.600000000000000000e+01,1.770000000000000000e+02,1.600000000000000000e+01
4.000000000000000000e+00,3.200000000000000000e+01,1.770000000000000000e+02,1.600000000000000000e+01
4.000000000000000000e+00,6.400000000000000000e+01,1.770000000000000000e+02,1.600000000000000000e+01
8.000000000000000000e+00,8.000000000000000000e+00,1.770000000000000000e+02,1.600000000000000000e+01
8.000000000000000000e+00,1.600000000000000000e+01,1.770000000000000000e+02,1.600000000000000000e+01
8.000000000000000000e+00,3.200000000000000000e+01,1.770000000000000000e+02,1.600000000000000000e+01
8.000000000000000000e+00,6.400000000000000000e+01,1.770000000000000000e+02,1.600000000000000000e+01
1.600000000000000000e+01,1.600000000000000000e+01,1.770000000000000000e+02,1.600000000000000000e+01
1.600000000000000000e+01,3.200000000000000000e+01,1.770000000000000000e+02,1.600000000000000000e+01
1.600000000000000000e+01,6.400000000000000000e+01,1.770000000000000000e+02,1.600000000000000000e+01
3.200000000000000000e+01,3.200000000000000000e+01,1.770000000000000000e+02,1.600000000000000000e+01
3.200000000000000000e+01,6.400000000000000000e+01,1.770000000000000000e+02,1.600000000000000000e+01
6.400000000000000000e+01,6.400000000000000000e+01,1.770000000000000000e+02,1.600000000000000000e+01
