2,2,371,12
2,4,102,0
2,8,59,0
2,16,102,0
2,32,46,2
2,64,175,3
4,4,43,0
4,8,85,0
4,16,144,0
4,32,78,2
4,64,272,4
8,8,114,0
8,16,198,0
8,32,175,2
8,64,177,8
16,16,316,0
16,32,53,4
16,64,191,8
32,32,65,4
32,64,219,8
64,64,371,12
