64,3645,0
64,3410,0
64,2321,3
64,1417,6
64,927,8
64,613,10
64,436,12
64,161,16
64,3645,0
64,3410,0
64,2321,3
64,1417,6
64,927,8
64,613,10
64,436,12
64,161,16
64,3645,0
64,3410,0
64,2321,3
64,1417,6
64,927,8
64,613,10
64,436,12
64,161,16
128,11606,0
128,10901,0
128,7634,9
128,4596,19
128,3371,24
128,2429,30
128,691,50
256,36111,0
256,33761,0
256,23972,27
256,14495,58
256,11310,71
256,8641,88
256,4457,136
256,3887,144
256,3612,148
256,3289,164
256,3273,225
32,1386,0
32,1105,0
32,738,1
32,449,2
32,204,3
32,47,4
32,1386,0
32,1105,0
32,738,1
32,449,2
32,204,3
32,47,4
512,110877,0
512,103592,0
512,74237,81
512,45117,176
512,36297,212
512,28447,262
512,16925,394
512,14362,430
512,13537,442
512,12568,490
512,12253,506
512,12187,553
512,12155,675
513,111257,0
513,103502,0
513,74171,81
513,43999,179
513,36404,210
513,28868,258
513,19406,366
513,15420,422
513,14320,438
513,13028,502
513,12398,534
513,12296,567
513,12230,614
513,12214,675
514,111496,0
514,103506,0
514,74187,81
514,43326,181
514,36466,209
514,29087,256
514,20655,352
514,15816,420
514,14716,436
514,13424,500
514,12479,548
514,12377,581
514,12245,675
515,111620,0
515,103395,0
515,73733,82
515,42472,183
515,36592,207
515,29527,252
515,29341,254
515,21939,338
515,16227,418
515,15127,434
515,13835,498
515,12578,562
515,12472,596
515,12370,629
515,12304,676
516,111764,0
516,103304,0
516,73654,82
516,42030,184
516,36640,206
516,29732,250
516,29546,252
516,23174,324
516,16892,412
516,15517,432
516,13902,512
516,12645,576
516,12539,610
516,12335,676
517,111846,0
517,103386,0
517,73381,83
517,41394,186
517,36739,205
517,29988,248
517,29616,252
517,23244,324
517,16376,420
517,15551,432
517,14582,480
517,12698,576
517,12592,610
517,12490,643
517,12394,677
518,111829,0
518,103369,0
518,73009,84
518,40985,187
518,36820,204
518,30226,246
518,29668,252
518,23296,324
518,16125,424
518,15575,432
518,14929,464
518,12733,576
518,12521,644
518,12425,678
519,111862,0
519,103167,0
519,72464,85
519,40366,188
519,36936,202
519,30656,242
519,29912,250
519,23363,324
519,15885,428
519,15610,432
519,15287,448
519,13091,560
519,12786,576
519,12680,610
519,12581,644
519,12485,678
520,111964,0
520,103269,0
520,72566,85
520,40142,189
520,36957,202
520,30677,242
520,29933,250
520,23384,324
520,15623,432
520,13112,560
520,12807,576
520,12708,610
520,12516,678
521,111783,0
521,102853,0
521,71452,87
521,39569,189
521,37119,199
521,31310,236
521,30194,248
521,23468,324
521,15663,432
521,13470,544
521,12860,576
521,12761,610
521,12665,644
521,12576,678
522,111717,0
522,102552,0
522,70808,88
522,39177,189
522,37217,197
522,31722,232
522,30420,246
522,23517,324
522,15688,432
522,13810,528
522,12895,576
522,12697,644
522,12608,678
523,111547,0
523,102617,0
523,70151,90
523,38809,190
523,37339,196
523,32001,230
523,30327,248
523,23601,324
523,23293,328
523,15727,432
523,14164,512
523,13249,560
523,12948,576
523,12849,610
523,12757,644
523,12668,678
524,111435,0
524,102505,0
524,69684,91
524,38631,190
524,37406,195
524,32225,228
524,30365,248
524,23639,324
524,23331,328
524,15745,432
524,14185,512
524,13270,560
524,12969,576
524,12877,610
524,12699,678
525,111430,0
525,102500,0
525,69324,92
525,38234,191
525,37499,194
525,32475,226
525,30429,248
525,23703,324
525,23087,332
525,15780,432
525,14844,480
525,13624,544
525,13022,576
525,12930,610
525,12841,644
525,12760,678
526,111375,0
526,102680,0
526,69137,93
526,38047,192
526,37557,194
526,32533,226
526,30301,250
526,23752,324
526,22828,336
526,15804,432
526,15180,464
526,13960,528
526,13057,576
526,12873,644
526,12792,678
527,111163,0
527,102938,0
527,68661,95
527,37897,193
527,37652,194
527,32628,226
527,30024,254
527,23829,324
527,22597,340
527,15840,432
527,15528,448
527,14308,512
527,13405,560
527,13111,576
527,13019,610
527,12938,644
527,12853,708
528,111216,0
528,102756,0
528,68491,95
528,37690,193
528,32823,224
528,30219,252
528,23847,324
528,22615,340
528,15854,432
528,14329,512
528,13426,560
528,13132,576
528,12970,644
528,12885,708
529,110850,0
529,103565,0
529,68175,98
529,37774,195
529,32593,228
529,29431,262
529,23944,324
529,22096,348
529,15893,432
529,14978,480
529,13774,544
529,13186,576
529,13105,610
529,13020,674
529,12946,738
530,110588,0
530,104008,0
530,67872,100
530,37834,196
530,32496,230
530,28962,268
530,24006,324
530,21850,352
530,15918,432
530,15308,464
530,14104,528
530,13222,576
530,13052,704
530,12978,768
531,110434,0
531,104794,0
531,67533,103
531,37895,198
531,32400,233
531,32275,234
531,28369,276
531,23779,328
531,21315,360
531,15957,432
531,15652,448
531,14448,512
531,13566,560
531,13276,576
531,13191,640
531,13113,704
531,13039,768
532,110333,0
532,105163,0
532,67523,104
532,37922,199
532,32270,235
532,32145,236
532,28053,280
532,23817,328
532,21045,364
532,15974,432
532,14469,512
532,13587,560
532,13297,576
